NO,sigungu,beonji,bonbeon,bubeon,dangi,class,area,cntr_ym,cntr_d,deposit,m_rent,floor,built_y,road_nm,cntr_prd,cntr_cls ,renew,pre_deposit,pre_m_rent
182,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,월세,19.33,202306,23,23,600,25,16,2021,원효로81길 3,202307~202507,신규,-,,
183,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,월세,21.63,202306,23,24,000,25,14,2021,원효로81길 3,202307~202507,갱신,사용,30,000,0
184,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,59.557,202306,25,66,150,0,4,2014,원효로90길 11,202306~202406,갱신,-,63,000,0
185,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202306,26,110,000,0,28,2014,원효로90길 11,202308~202508,갱신,-,130,000,0
186,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,123.673,202306,26,113,000,0,28,2014,원효로90길 11,202308~202508,신규,-,,
187,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,전세,21.63,202306,26,34,500,0,18,2021,원효로81길 3,-,-,-,,
188,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,전세,19.33,202306,27,31,000,0,11,2021,원효로81길 3,202307~202507,갱신,-,30,000,0
189,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202306,27,15,610,82,27,2022,원효로97길 15,202307~202507,신규,-,,
190,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,55.325,202306,28,2,000,214,5,2014,원효로90길 11,202307~202410,신규,-,,
191,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,46.06,202306,29,53,000,0,6,2014,원효로90길 11,202310~202510,갱신,-,51,450,0
192,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,전세,19.33,202306,30,31,000,0,13,2021,원효로81길 3,202307~202507,-,-,,
193,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,전세,23.673,202306,30,32,000,0,16,2021,원효로81길 3,202307~202407,갱신,사용,36,000,0
194,서울특별시 용산구 원효로1가,133-3,133,3,리첸시아용산A,월세,122.85,202307,2,10,000,350,17,2010,백범로 341,202308~202508,신규,-,,
195,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202307,7,17,344,75,24,2022,원효로97길 15,202308~202508,신규,-,,
196,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202307,7,17,344,75,21,2022,원효로97길 15,202308~202508,신규,-,,
197,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202307,10,17,344,75,14,2022,원효로97길 15,202308~202508,신규,-,,
198,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,38.61,202307,21,3,000,155,5,2014,원효로90길 11,202309~202409,갱신,사용,3,000,148
199,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202307,21,98,000,0,32,2014,원효로90길 11,202309~202509,신규,-,,
200,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202307,21,18,480,80,25,2022,원효로97길 15,202308~202508,신규,-,,
201,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202307,22,68,200,0,33,2014,원효로90길 11,-,-,-,,
202,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,52.771,202307,25,48,300,0,4,2014,원효로90길 11,202310~202510,신규,-,,
203,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,52.771,202307,25,48,300,0,4,2014,원효로90길 11,-,-,-,,
204,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202307,26,95,000,0,28,2014,원효로90길 11,202308~202508,신규,-,,
205,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,57.32,202307,28,60,000,0,4,2014,원효로90길 11,202309~202509,신규,-,,
206,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202307,28,80,000,0,20,2014,원효로90길 11,202308~202508,신규,-,,
207,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202307,29,68,000,0,14,2014,원효로90길 11,202308~202508,갱신,사용,66,000,0
208,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202307,31,80,000,0,9,2014,원효로90길 11,202310~202510,갱신,-,68,000,0
209,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,55.325,202307,31,58,380,0,4,2014,원효로90길 11,202309~202509,갱신,-,55,600,0
210,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202307,31,0,420,20,2014,원효로90길 11,202308~202408,신규,-,,
211,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202307,31,100,000,0,35,2014,원효로90길 11,202308~202508,갱신,-,100,000,0
212,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,월세,21.63,202308,2,26,000,35,15,2021,원효로81길 3,202308~202508,신규,-,,
213,서울특별시 용산구 원효로1가,133-3,133,3,리첸시아용산A,월세,122.85,202308,3,10,000,340,15,2010,백범로 341,202308~202508,신규,-,,
214,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,55.989,202308,3,40,000,100,4,2014,원효로90길 11,-,-,-,,
215,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202308,4,17,344,75,4,2022,원효로97길 15,202309~202509,신규,-,,
216,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,전세,23.66,202308,7,35,000,0,18,2021,원효로81길 3,202308~202508,신규,-,,
217,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,142.901,202308,9,10,000,600,28,2014,원효로90길 11,202310~202510,신규,-,,
218,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202308,9,82,000,0,24,2014,원효로90길 11,202309~202509,신규,-,,
219,서울특별시 용산구 원효로1가,Mar-46,46,3,용산파크뷰(46-3),전세,28.38,202308,11,30,400,0,17,2018,원효로 251,202309~202509,신규,-,,
220,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202308,14,110,000,0,7,2014,원효로90길 11,202308~202508,갱신,사용,110,000,0
221,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,142.901,202308,14,20,000,600,14,2014,원효로90길 11,202309~202509,신규,-,,
222,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,55.989,202308,16,2,000,270,6,2014,원효로90길 11,202308~202512,신규,-,,
223,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,55.989,202308,16,2,000,270,6,2014,원효로90길 11,202308~202512,신규,-,,
224,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,46.06,202308,16,2,000,190,6,2014,원효로90길 11,202310~202510,갱신,-,2,000,179
225,서울특별시 용산구 원효로1가,05월 17일,17,5,로얄카운티-2,전세,134.73,202308,18,59,000,0,6,2006,백범로79다길 27,202310~202510,갱신,-,52,500,0
226,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,123.673,202308,22,110,000,0,24,2014,원효로90길 11,202310~202510,신규,-,,
227,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202308,23,13,533,59,19,2022,원효로97길 15,202309~202508,신규,-,,
228,서울특별시 용산구 원효로1가,133-3,133,3,리첸시아용산A,전세,107.05,202308,29,10,000,0,22,2010,백범로 341,202310~202510,신규,-,,
229,서울특별시 용산구 원효로1가,133-3,133,3,리첸시아용산A,전세,107.05,202308,30,80,000,0,15,2010,백범로 341,202308~202508,갱신,사용,99,000,0
230,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202309,1,17,344,75,15,2022,원효로97길 15,202309~202509,신규,-,,
231,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202309,1,17,344,75,15,2022,원효로97길 15,202309~202509,-,-,,
232,서울특별시 용산구 원효로1가,Mar-46,46,3,용산파크뷰(46-3),월세,27.61,202309,5,30,000,8,15,2018,원효로 251,202309~202509,신규,-,,
233,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,57.32,202309,7,10,000,165,5,2014,원효로90길 11,202310~202510,신규,-,,
234,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,123.673,202309,8,105,000,0,7,2014,원효로90길 11,202309~202509,갱신,-,55,000,256
235,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202309,8,20,000,276,18,2014,원효로90길 11,202311~202511,신규,-,,
236,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,월세,23.673,202309,8,2,000,130,10,2021,원효로81길 3,202309~202509,신규,-,,
237,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,123.673,202309,9,113,000,0,16,2014,원효로90길 11,202310~202510,신규,-,,
238,서울특별시 용산구 원효로1가,Mar-46,46,3,용산파크뷰(46-3),전세,29.67,202309,12,31,500,0,18,2018,원효로 251,202311~202511,신규,-,,
239,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202309,13,80,000,0,16,2014,원효로90길 11,202311~202510,신규,-,,
240,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202309,13,73,500,0,16,2014,원효로90길 11,202311~202510,신규,-,,
241,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202309,13,75,000,30,25,2014,원효로90길 11,202310~202510,신규,-,,
242,서울특별시 용산구 원효로1가,17-66,17,66,로얄카운티-3,전세,130.93,202309,14,65,000,0,-1,2007,백범로79다길 35,202311~202511,신규,-,,
243,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202309,16,100,000,0,14,2014,원효로90길 11,202401~202601,신규,-,,
244,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202309,16,80,000,0,16,2014,원효로90길 11,202311~202511,갱신,사용,100,000,0
245,서울특별시 용산구 원효로1가,05월 17일,17,5,로얄카운티-2,전세,133.35,202309,18,59,000,0,2,2006,백범로79다길 27,202311~202511,갱신,-,50,000,0
246,서울특별시 용산구 원효로1가,Mar-46,46,3,용산파크뷰(46-3),전세,15.13,202309,21,19,600,0,18,2018,원효로 251,202310~202510,신규,-,,
247,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202309,23,81,000,0,9,2014,원효로90길 11,202310~202610,갱신,-,77,700,0
248,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202309,25,84,000,0,33,2014,원효로90길 11,202312~202512,신규,-,,
249,서울특별시 용산구 원효로1가,07월 28일,28,7,시온캐슬용산,전세,23.66,202309,25,44,000,0,19,2021,원효로81길 3,202311~202511,신규,-,,
250,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202309,26,13,533,58,18,2022,원효로97길 15,202310~202510,신규,-,,
251,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202309,26,17,344,75,8,2022,원효로97길 15,202310~202510,신규,-,,
252,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202309,26,17,344,75,8,2022,원효로97길 15,202310~202510,신규,-,,
253,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202309,27,10,000,340,12,2014,원효로90길 11,202311~202511,신규,-,,
254,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,142.901,202310,6,10,000,600,14,2014,원효로90길 11,202310~202510,신규,-,,
255,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202310,7,120,000,0,11,2014,원효로90길 11,-,갱신,사용,130,000,0
256,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,55.325,202310,12,65,000,0,5,2014,원효로90길 11,202310~202510,갱신,-,75,000,0
257,서울특별시 용산구 원효로1가,17-66,17,66,로얄카운티-3,월세,130.93,202310,14,7,000,250,5,2007,백범로79다길 35,202311~202511,신규,-,,
258,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,142.901,202310,14,103,000,0,26,2014,원효로90길 11,-,-,-,,
259,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,142.901,202310,14,103,000,0,26,2014,원효로90길 11,202311~202511,신규,-,,
260,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202310,16,17,344,75,21,2022,원효로97길 15,202311~202511,신규,-,,
261,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202310,16,15,610,82,16,2022,원효로97길 15,202311~202511,신규,-,,
262,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202310,16,15,610,82,12,2022,원효로97길 15,202311~202511,신규,-,,
263,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,56.754,202310,18,61,500,0,5,2014,원효로90길 11,202312~202512,신규,-,,
264,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202310,18,100,000,0,12,2014,원효로90길 11,202311~202511,신규,-,,
265,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202310,25,110,000,0,34,2014,원효로90길 11,202312~202512,신규,-,,
266,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202310,26,30,000,250,21,2014,원효로90길 11,202401~202601,신규,-,,
267,서울특별시 용산구 원효로1가,Mar-46,46,3,용산파크뷰(46-3),전세,27.57,202310,27,30,000,0,8,2018,원효로 251,202312~202512,신규,-,,
268,서울특별시 용산구 원효로1가,133-3,133,3,리첸시아용산A,월세,107.05,202310,31,1,000,350,18,2010,백범로 341,202311~202411,신규,-,,
269,서울특별시 용산구 원효로1가,Mar-46,46,3,용산파크뷰(46-3),월세,27.57,202310,31,30,000,4,11,2018,원효로 251,202311~202511,신규,-,,
270,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202310,31,13,533,59,20,2022,원효로97길 15,202311~202511,신규,-,,
271,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202310,31,15,610,82,8,2022,원효로97길 15,202311~202511,신규,-,,
272,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202310,31,13,533,59,27,2022,원효로97길 15,202311~202511,신규,-,,
273,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202311,2,82,500,0,21,2014,원효로90길 11,202312~202512,갱신,-,100,000,0
274,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202311,3,10,000,350,11,2014,원효로90길 11,202401~202601,갱신,-,10,000,232
275,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,59.557,202311,3,0,280,3,2014,원효로90길 11,202311~202511,신규,-,,
276,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,58.582,202311,4,65,000,0,3,2014,원효로90길 11,202401~202501,갱신,-,61,950,0
277,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,56.754,202311,5,65,000,0,4,2014,원효로90길 11,202401~202601,신규,-,,
278,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,56.754,202311,5,65,000,0,4,2014,원효로90길 11,-,-,-,,
279,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202311,7,88,200,0,31,2014,원효로90길 11,202402~202601,갱신,-,84,000,0
280,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202311,8,90,000,0,32,2014,원효로90길 11,202311~202511,갱신,-,78,000,0
281,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,57.32,202311,10,50,000,60,3,2014,원효로90길 11,202312~202512,갱신,사용,50,000,110
282,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202311,13,20,000,330,30,2014,원효로90길 11,202401~202601,신규,-,,
283,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,84.976,202311,15,10,000,400,28,2014,원효로90길 11,202402~202602,신규,-,,
284,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202311,15,15,610,82,16,2022,원효로97길 15,202312~202512,신규,-,,
285,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202311,15,15,610,82,12,2022,원효로97길 15,202312~202512,신규,-,,
286,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,57.32,202311,18,10,000,200,4,2014,원효로90길 11,202401~202601,신규,-,,
287,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202311,20,13,533,59,24,2022,원효로97길 15,202312~202512,신규,-,,
288,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,114.218,202311,21,105,000,0,32,2014,원효로90길 11,202403~202603,갱신,사용,130,000,0
289,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202311,23,18,480,81,13,2022,원효로97길 15,202312~202512,신규,-,,
290,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,56.754,202311,24,65,000,0,6,2014,원효로90길 11,202402~202602,갱신,사용,78,000,0
